Pos,GS,FGptg,X3Pptg,PF,PTS,AST,Salary
C,0.0,0.25,0.0,9.4,9.4,1.6,1762680.0
PG,0.0,0.411,0.286,4.2,10.6,4.2,4200000.0
PF,0.75,0.43725,0.42825,2.5,14.0375,0.7875,1558988.25
PF,73.6,0.4822,0.3914,2.28,23.4,2.77,17115297.5
C,27.0,0.446,0.0,6.8,13.9,1.6,1762680.0
C,21.3333333333333,0.575833333333333,0.0,6.08333333333333,7.21666666666667,1.96666666666667,2819613.33333333
PF,15.0,0.367,0.0,4.3,9.8,1.7,600000.0
C,0.75,0.4835,0.0,8.7,12.45,1.625,1849530.0
C,22.0,0.573333333333333,0.0,7.1,14.3,0.8,3800114.66666667
PF,40.5,0.46375,0.302,3.3,12.825,3.65,10501390.125
C,0.0,0.333,0.0,3.0,9.0,3.0,144867.0
C,63.875,0.5195,0.0,3.2625,13.6125,1.0375,8918904.5
C,56.1428571428571,0.434142857142857,0.368142857142857,3.58571428571429,15.9571428571429,2.42857142857143,9047857.14285714
SG,57.5,0.4275,0.333,2.8,17.05,4.4,4870980.0
PG,13.4,0.4182,0.0666,3.08,7.46,4.16,2431376.0
C,12.0,0.4295,0.0,6.1,7.75,0.85,3501812.5
C,11.0,0.4705,0.35,5.6,16.1,2.8,2031060.0
PF,36.8888888888889,0.469777777777778,0.0333333333333333,4.15555555555556,15.4666666666667,1.76666666666667,12664820.1111111
C,53.6666666666667,0.604333333333333,0.0,4.71666666666667,19.7666666666667,2.03333333333333,17058696.8333333
C,1.0,0.857,0.0,3.2,14.3,2.1,43226.0
PF,13.6666666666667,0.502,0.093,5.26666666666667,12.9666666666667,2.63333333333333,830995.666666667
C,1.0,0.5145,0.0,5.15,10.05,1.2,931636.0
C,22.0,0.492,0.0,5.8,6.5,2.6,4400000.0
PF,0.0,0.645666666666667,0.0,4.9,11.5,0.9,825639.666666667
SF,10.6666666666667,0.409555555555556,0.320777777777778,2.81111111111111,14.3111111111111,1.42222222222222,3990954.0
PG,4.5,0.3695,0.319,3.85,11.55,2.85,543109.0
SF,0.0,0.4165,0.431,4.65,8.15,1.95,70885.0
C,31.1,0.4661,0.0,4.55,11.75,2.13,4540000.0
PF,0.5,0.3195,0.2945,5.0,8.9,1.65,1582658.5
PG,18.0,0.424,0.063,3.3,11.5,5.0,1400000.0
SF,1.0,0.35,0.292,3.2,8.2,3.8,4800000.0
PG,2.125,0.396375,0.365,3.0625,16.4625,4.95,1259627.5
PG,5.0,0.333,0.263,3.9,10.7,4.7,1000000.0
SF,70.5,0.440833333333333,0.404,2.03333333333333,11.5,3.03333333333333,3466655.0
PF,25.0,0.49,0.25,2.0,15.0,2.0,4930560.0
PG,54.6666666666667,0.410333333333333,0.320666666666667,3.16666666666667,11.8333333333333,4.1,1264453.33333333
PG,68.6,0.5061,0.3285,1.75,20.32,7.0,11600000.0
SF,68.25,0.468,0.368,2.3,15.1,3.2,4341187.5
PF,13.0,0.4838,0.2242,2.98,12.84,1.8,2963325.6
SF,29.0,0.5005,0.079,3.7,14.15,2.6,3555948.5
PG,69.9,0.4725,0.3627,2.45,18.53,9.89,11605145.9
SG,16.0,0.393428571428571,0.338285714285714,3.82857142857143,10.4,2.05714285714286,2456035.0
PF,22.0,0.414,0.111,4.3,10.4,1.5,1855320.0
PG,63.0,0.425,0.262,2.8,10.6,7.7,2397840.0
PG,26.5,0.4065,0.2735,2.7,9.2,4.4,1158424.0
C,1.66666666666667,0.382666666666667,0.292666666666667,4.06666666666667,15.0333333333333,0.666666666666667,1446720.0
C,38.2,0.5132,0.0,3.62,17.84,1.06,7508160.0
PF,3.0,0.5444,0.1,5.52,11.36,1.32,1407267.6
C,55.7,0.5161,0.0,4.55,8.61,1.69,5406637.2
C,0.0,0.3,0.0,5.7,9.5,0.9,1800000.0
SG,35.5,0.411,0.3165,3.75,12.4833333333333,1.46666666666667,5487700.0
C,17.375,0.461875,0.15625,5.8625,10.7625,1.225,1980661.75
SF,0.333333333333333,0.372333333333333,0.361666666666667,3.23333333333333,11.6666666666667,2.43333333333333,1799312.66666667
SF,71.6,0.4577,0.3822,2.79,20.15,3.89,14981682.4
SF,20.4285714285714,0.415428571428571,0.350428571428571,3.74285714285714,12.9714285714286,1.2,3720687.57142857
C,2.0,0.388333333333333,0.0,8.06666666666667,9.4,0.366666666666667,696729.333333333
PG,1.0,0.361,0.232,5.5,11.5,3.2,1127280.0
C,33.5,0.616,0.0,4.55,14.75,1.6,1327860.0
C,35.6666666666667,0.43,0.0,3.33333333333333,9.73333333333333,1.03333333333333,1121560.0
C,0.0,0.0,0.0,0.0,6.0,0.0,1141560.0
C,10.6666666666667,0.466666666666667,0.0,7.73333333333333,7.96666666666667,0.9,3231509.0
SG,4.25,0.4195,0.345,2.875,10.575,1.725,1421719.75
SF,6.5,0.4065,0.2635,2.65,10.0,1.35,4374240.0
SF,14.3333333333333,0.394166666666667,0.363,3.85,10.0,1.85,5710683.33333333
C,6.0,0.2605,0.0,6.7,4.3,0.45,3497292.0
PF,0.0,0.463,0.273,6.1,13.7,1.4,507336.0
SF,4.0,0.49275,0.0,5.5,15.225,0.625,693056.5
PF,4.66666666666667,0.440166666666667,0.073,4.68333333333333,11.15,1.51666666666667,804498.333333333
SF,0.0,0.0,0.0,5.5,5.5,0.0,412718.0
PG,0.0,0.368,0.246,3.2,10.6,7.0,816482.0
PG,5.0,0.3734,0.3056,2.14,13.96,5.16,604368.8
PG,6.11111111111111,0.371666666666667,0.285222222222222,4.38888888888889,10.7111111111111,4.56666666666667,1070362.88888889
PG,16.0,0.438333333333333,0.401,3.3,7.7,6.06666666666667,1242638.33333333
SF,69.1,0.4478,0.3726,1.31,13.13,2.8,7726311.5
SG,1.0,0.476,0.167,3.2,13.4,1.9,745248.0
SG,0.0,0.333,0.271,3.55,10.6,4.35,680758.5
C,30.375,0.50275,0.0,4.9875,5.65,0.825,4450994.75
PG,5.2,0.3836,0.3546,2.84,11.32,5.06,797946.6
PF,17.875,0.398875,0.34675,4.2125,11.775,2.3375,4514689.625
C,0.0,0.375,0.0,12.5,12.5,0.0,396100.0
PF,0.0,0.333,0.0,2.6,5.1,0.0,2997360.0
PF,8.0,0.4504,0.099,4.34,16.32,1.68,1976542.4
PF,1.16666666666667,0.404,0.166666666666667,5.33333333333333,11.0,1.33333333333333,812759.666666667
PF,66.0,0.47,0.235444444444444,2.68888888888889,18.9111111111111,2.15555555555556,15074074.0
C,10.0,0.4126,0.0,4.22,5.2,0.8,5450848.6
SG,0.0,0.429,0.25,0.0,12.0,4.5,600000.0
SG,5.0,0.386,0.414,4.3,14.7,2.2,412718.0
C,2.0,0.542,0.0,5.2,11.8,0.8,3000000.0
SG,35.7142857142857,0.423428571428571,0.336857142857143,1.48571428571429,19.7,2.61428571428571,13172643.7142857
SG,18.4444444444444,0.435111111111111,0.397222222222222,2.37777777777778,16.1666666666667,2.74444444444444,4657056.44444444
PF,4.5,0.3885,0.0,5.45,11.85,1.7,970874.0
PF,0.0,0.8,0.0,2.1,16.9,0.0,475000.0
C,2.0,0.349,0.0,6.6,4.9,1.9,396905.0
SG,0.0,0.2,0.143,9.2,9.2,1.7,400000.0
PF,1.5,0.494,0.0,6.7,6.1,1.15,235241.0
SG,59.4444444444444,0.428888888888889,0.374666666666667,2.4,17.1888888888889,2.6,9755082.77777778
SF,0.0,0.286,0.353,2.3,14.3,1.2,769431.0
SF,37.875,0.3455,0.335625,2.725,10.725,1.8625,5993487.5
PG,40.5,0.4303,0.3402,3.05,12.75,6.08,4231387.8
PG,15.0,0.3885,0.345,3.35,11.9,3.75,2288700.0
PG,0.333333333333333,0.414,0.401,3.03333333333333,15.8,2.06666666666667,487818.0
SG,40.5,0.4715,0.2005,5.3,6.6,1.7,1135860.0
PG,19.0,0.408666666666667,0.355666666666667,2.6,14.2333333333333,5.16666666666667,1331492.0
PF,9.0,0.4535,0.0,5.45,10.3,1.05,531485.5
SF,18.0,0.43,0.095,3.9,11.7,2.1,641748.0
C,7.0,0.3995,0.361,3.85,9.15,1.8,2050000.0
PG,10.6,0.4166,0.3583,3.93,17.27,4.78,2468378.1
PF,1.33333333333333,0.465333333333333,0.0,4.76666666666667,13.1,1.5,3526480.0
PG,5.5,0.41075,0.313,3.275,11.5,7.975,1167458.75
PG,57.7777777777778,0.462111111111111,0.256666666666667,2.48888888888889,11.9555555555556,9.27777777777778,6753653.77777778
PG,56.5,0.433833333333333,0.292166666666667,1.48333333333333,20.45,6.38333333333333,9840451.83333333
SF,0.0,0.442,0.447,3.2,15.8,2.3,16141500.0
PF,13.3333333333333,0.379666666666667,0.512,5.26666666666667,10.4,2.36666666666667,6878465.66666667
SF,28.6,0.4206,0.2008,3.66,7.58,1.66,859734.2
SF,41.6666666666667,0.413333333333333,0.366333333333333,2.96666666666667,14.0666666666667,1.43333333333333,2678640.0
SG,50.0,0.4295,0.292833333333333,1.93333333333333,17.0666666666667,4.9,7923393.5
PG,45.5,0.3635,0.30475,2.9,11.65,9.275,4073511.5
SF,2.0,0.452,0.406,2.7,11.1,1.8,1100000.0
PF,1.5,0.3845,0.0,6.15,4.35,0.8,1412342.0
SG,15.0,0.424571428571429,0.300571428571429,3.12857142857143,11.4571428571429,1.8,2557816.0
SG,10.25,0.374,0.34325,3.0,11.225,2.225,1329135.25
SF,0.0,0.0,0.0,0.0,0.0,12.0,1138500.0
PG,0.0,0.347,0.308,2.9,8.5,5.8,374289.0
C,11.3333333333333,0.421333333333333,0.0,4.96666666666667,9.66666666666667,1.5,725906.333333333
SF,43.1111111111111,0.424666666666667,0.348111111111111,2.53333333333333,12.2888888888889,3.17777777777778,5440444.55555556
C,0.0,0.469,0.0,6.15,7.3,0.2,612372.0
C,1.5,0.6785,0.0,4.75,8.05,3.0,745352.0
SF,32.0,0.422,0.244,4.3,12.3,2.5,507336.0
C,3.66666666666667,0.426,0.0,4.96666666666667,12.7333333333333,1.1,534650.333333333
C,22.6,0.473,0.0,5.5,11.4,1.32,3927801.6
SG,0.0,0.485,0.667,6.4,13.1,1.0,24315.0
PF,5.42857142857143,0.407142857142857,0.277857142857143,4.81428571428571,7.84285714285714,2.45714285714286,2511633.71428571
SG,0.0,0.0,0.0,0.0,0.0,0.0,24315.0
C,0.0,0.304,0.0,7.6,5.8,0.3,55000.0
PG,5.0,0.405,0.2945,3.0,14.25,6.35,1519440.0
PF,53.5,0.4955,0.097625,3.875,17.025,2.325,6384956.0
PF,2.33333333333333,0.466333333333333,0.218,2.9,17.7,1.76666666666667,1531936.33333333
SF,47.25,0.438875,0.346,2.9,9.2,2.3375,3055508.5
PG,0.0,0.31,0.15,3.45,10.9,3.5,656097.5
C,1.0,0.497333333333333,0.0,4.9,17.8333333333333,0.2,2105520.0
C,6.2,0.4918,0.0,5.54,13.68,1.12,2340177.2
PG,17.125,0.43025,0.27775,2.1125,15.3,6.7125,3139955.0
C,4.0,0.581,0.0,7.0,7.5,0.2,641748.0
PG,0.0,0.356,0.1,3.4,11.5,5.7,89670.0
PF,0.0,0.364,0.0,5.4,14.4,0.0,442114.0
SF,0.0,0.4495,0.25,4.25,9.2,2.25,631238.0
SG,40.75,0.39625,0.34575,3.575,10.9,2.925,1891053.75
SG,8.33333333333333,0.363333333333333,0.309,2.2,15.6666666666667,4.76666666666667,3122222.0
C,0.0,0.548,0.0,7.1,16.0,1.1,473640.0
PF,1.0,0.437,0.0,5.55,10.8,1.05,900240.0
SF,23.5,0.332166666666667,0.311333333333333,3.91666666666667,9.4,2.16666666666667,6518242.33333333
PF,1.33333333333333,0.381,0.0,3.93333333333333,8.06666666666667,0.566666666666667,1629120.0
C,0.0,0.25,0.0,4.65,8.3,1.65,148389.0
C,32.0,0.474,0.182,3.5,15.1,2.0,915243.0
SF,20.6666666666667,0.375666666666667,0.302666666666667,4.26666666666667,9.16666666666667,1.16666666666667,1566680.0
PF,5.33333333333333,0.468333333333333,0.346333333333333,4.43333333333333,10.2,1.23333333333333,708756.333333333
SF,56.0,0.420333333333333,0.376666666666667,3.3,11.1,1.4,1045000.0
PG,2.0,0.365,0.4,5.3,10.7,3.4,442114.0
C,11.0,0.300666666666667,0.111166666666667,4.71666666666667,5.48333333333333,0.533333333333333,1568888.33333333
PG,11.0,0.394333333333333,0.210333333333333,1.73333333333333,10.8666666666667,5.5,677028.333333333
C,0.0,0.538,0.5,5.5,19.0,0.5,412718.0
PG,38.0,0.367,0.335,3.5,10.4,4.1,3283320.0
SG,4.0,0.417,0.395,4.8,13.7,1.5,771123.0
PF,8.16666666666667,0.547,0.0333333333333333,4.98333333333333,15.75,1.71666666666667,1565475.66666667
SG,0.0,0.556,0.5,5.7,10.8,2.6,641748.0
PF,3.0,0.62775,0.0,6.5,10.65,0.55,724096.0
PG,4.4,0.3844,0.2544,2.34,10.36,6.6,976175.6
C,13.7142857142857,0.462571428571429,0.157,4.7,12.9857142857143,1.5,2231233.28571429
PF,9.83333333333333,0.4095,0.0953333333333333,4.81666666666667,12.1666666666667,1.43333333333333,4302306.0
PF,70.6,0.4556,0.2582,3.03,16.52,3.55,9264654.3
SG,16.2,0.4251,0.3769,3.16,18.21,3.02,3933979.0
PG,2.0,0.37,0.2515,3.45,12.4,4.25,1355940.0
PG,0.0,0.32,0.182,7.2,16.6,4.4,816482.0
PF,0.0,0.25,0.0,5.1,6.4,0.0,161061.0
SF,17.0,0.4065,0.3455,2.35,10.6,1.8,1440720.0
PG,44.0,0.328,0.0333333333333333,3.43333333333333,5.0,5.5,6093750.0
SF,23.0,0.4525,0.3035,3.1,13.6,2.65,1487340.0
PG,9.0,0.429,0.326,3.6,13.3,6.7,711517.0
C,8.5,0.492666666666667,0.0945,5.33333333333333,12.8,2.08333333333333,3895166.66666667
C,12.5,0.382,0.0,4.65,9.8,1.3,693149.5
SG,0.0,0.319,0.172,4.4,11.3,3.7,1800000.0
C,10.4285714285714,0.472142857142857,0.190857142857143,5.17142857142857,18.2285714285714,1.37142857142857,2721942.14285714
C,30.2,0.5576,0.0,3.7,15.0,2.18,6053200.0
SF,4.25,0.364125,0.302375,1.9625,13.725,2.95,4626216.625
SG,1.0,0.365,0.322,2.9,10.2,2.1,2745840.0
SG,35.2,0.4072,0.1972,3.02,11.34,4.8,2487000.0
SG,50.5,0.3685,0.30425,2.175,9.8875,2.5875,2638897.625
C,10.5,0.5815,0.0,6.625,7.5,1.275,1748569.75
PG,0.0,0.333,0.5,1.1,8.7,9.8,29843.0
SF,48.0,0.424,0.403166666666667,1.86666666666667,16.5166666666667,1.46666666666667,11902720.0
PF,2.0,0.568,0.0,7.1,16.3,1.1,725000.0
PG,1.0,0.7095,0.091,4.35,8.1,5.0,617899.5
SG,0.5,0.414,0.2145,6.25,13.05,1.7,676632.5
PF,45.6,0.527,0.143,3.73,21.73,1.35,16048533.9
PG,37.0,0.381333333333333,0.339666666666667,2.3,11.8,6.06666666666667,4235479.33333333
PG,0.333333333333333,0.397333333333333,0.360666666666667,3.16666666666667,17.1666666666667,2.26666666666667,729000.0
SG,0.0,0.315,0.24,4.8,9.7,4.0,427163.0
PG,37.625,0.424375,0.28525,2.8125,16.6375,4.7375,4319633.875
PF,32.6666666666667,0.453,0.250666666666667,4.7,15.3,2.2,1365720.0
SF,2.33333333333333,0.397,0.366333333333333,4.56666666666667,12.3333333333333,1.16666666666667,507640.0
C,22.0,0.4415,0.0,6.8,15.0,2.15,2406938.0
C,11.3333333333333,0.463,0.0,5.43333333333333,8.36666666666667,0.533333333333333,2648241.33333333
PF,6.75,0.4735,0.25,5.75,14.275,0.75,5600000.0
SF,0.0,0.333,0.0,1.7,12.0,3.4,473604.0
SF,24.25,0.44575,0.40975,2.45,16.825,2.275,12081250.0
C,0.0,0.605,0.0,6.2,11.7,0.5,423762.0
SG,1.0,0.395,0.2055,3.45,11.55,3.95,531485.5
SG,6.0,0.429,0.269,2.35,15.9,2.15,752935.5
SF,16.6666666666667,0.400666666666667,0.306333333333333,3.23333333333333,11.2666666666667,1.53333333333333,759705.0
PF,7.5,0.377,0.0,5.45,10.5,1.65,8832959.0
PG,5.0,0.412,0.325,3.9,13.5,4.9,500000.0
PG,1.5,0.3545,0.356,4.0,12.85,4.1,631238.0
PG,50.8333333333333,0.443166666666667,0.327833333333333,2.75,15.3166666666667,6.71666666666667,3810619.5
SG,1.5,0.35,0.226,4.0,8.9,5.25,1051560.0
PF,3.66666666666667,0.394666666666667,0.351333333333333,3.5,14.4333333333333,1.7,3229050.0
PG,18.5555555555556,0.389555555555556,0.314,3.64444444444444,12.7555555555556,5.73333333333333,1946067.66666667
SG,18.0,0.389666666666667,0.302333333333333,3.56666666666667,8.66666666666667,3.46666666666667,823375.333333333
SG,27.0,0.4421,0.3836,2.17,16.21,3.95,8100679.3
C,4.0,0.5412,0.0,6.96,7.06,0.3,3355968.0
SF,0.0,0.235,0.25,3.4,12.0,0.0,775426.0
C,9.8,0.5048,0.0,4.56,10.8,0.58,5342853.2
PG,38.5,0.44025,0.36475,2.8,19.775,5.9,2339674.5
PF,0.0,0.526,0.0,8.4,6.7,0.2,148698.0
C,0.0,0.4,0.0,4.8,4.3,0.6,282118.0
PF,22.6,0.4538,0.0,4.32,6.48,1.7,7780000.0
PF,23.8,0.4924,0.2,4.88,8.64,1.46,4758745.0
SF,6.33333333333333,0.391333333333333,0.0,4.06666666666667,7.63333333333333,1.4,658310.666666667
PF,0.0,0.225,0.0,1.6,5.4,1.85,288552.0
SF,20.5,0.43025,0.36825,3.925,15.5,2.5,6167413.75
PF,18.0,0.505714285714286,0.172571428571429,4.15714285714286,14.7285714285714,2.08571428571429,5984789.85714286
SF,0.0,0.42,0.182,3.2,17.8,1.1,243931.5
SG,23.0,0.413,0.401,2.9,12.7,1.7,816482.0
PF,57.8571428571429,0.498428571428571,0.0142857142857143,4.17142857142857,12.6142857142857,1.52857142857143,3720042.0
SG,67.25,0.443,0.41775,2.775,19.6,2.7,2451580.0
SG,3.0,0.292,0.364,3.0,6.8,2.7,168035.0
PF,51.0,0.48775,0.0,3.1,12.65,0.95,4233277.5
C,0.0,0.393,0.308,3.0,17.2,0.9,473604.0
SF,48.0,0.449333333333333,0.313,3.33333333333333,15.6333333333333,1.53333333333333,1776240.0
SG,21.0,0.425333333333333,0.3635,2.2,18.5166666666667,2.03333333333333,5395013.83333333
PG,34.0,0.38725,0.252,3.225,12.075,7.6,5935075.0
PF,9.14285714285714,0.396,0.331857142857143,3.07142857142857,10.7285714285714,1.72857142857143,1402580.0
C,13.0,0.5045,0.0,5.0,10.2,0.55,2900000.0
SF,0.333333333333333,0.41,0.247,1.86666666666667,17.7333333333333,1.0,1001840.0
SF,47.25,0.4605,0.2615,3.375,11.075,1.8,1939801.5
C,11.5555555555556,0.491555555555556,0.0,4.31111111111111,8.22222222222222,2.63333333333333,2509017.33333333
SF,46.2222222222222,0.406222222222222,0.354222222222222,3.22222222222222,13.4666666666667,3.95555555555556,7755021.11111111
SG,45.8,0.4288,0.301,2.72,13.34,4.48,4960301.4
C,7.66666666666667,0.437666666666667,0.0,5.63333333333333,12.6,0.733333333333333,798829.333333333
PF,10.4,0.432,0.0,4.72,8.24,1.58,3067102.4
SF,16.0,0.3768,0.278,3.42,9.14,2.26,785363.4
PG,28.4444444444444,0.456222222222222,0.341,2.61111111111111,13.7222222222222,5.61111111111111,3642027.11111111
PG,0.0,0.4235,0.2135,2.65,13.5,5.35,776616.0
PG,4.0,0.389,0.1875,2.7,10.45,5.8,267518.5
C,72.6666666666667,0.553333333333333,0.0,4.1,14.8333333333333,0.9,3610840.0
PG,2.0,0.397,0.357,2.2,13.0,4.5,1138500.0
SF,0.0,0.424,0.368,4.0,15.6,1.2,15694250.0
C,20.8,0.5142,0.02,3.7,11.3,1.82,6134383.9
PF,0.0,0.5145,0.0,6.4,7.75,1.65,549054.0
PG,33.5,0.41975,0.33275,2.975,12.825,7.2,2435200.0
PG,4.75,0.4025,0.49175,3.475,8.7,5.4,1162000.0
PF,8.33333333333333,0.517,0.0,5.73333333333333,8.5,1.43333333333333,3233640.0
PF,15.9,0.4252,0.335,3.85,18.18,1.37,5007861.9
SF,0.0,0.4585,0.423,2.8,11.15,1.35,550087.0
PF,0.0,0.395,0.385,2.8,11.5,0.6,2524200.0
C,3.0,0.4105,0.08325,7.625,9.3,1.4,1940913.25
PF,2.0,0.394,0.0,6.9,6.5,1.0,682051.0
C,55.75,0.49975,0.177,3.625,15.775,1.9,1989745.0
SG,4.33333333333333,0.397166666666667,0.365833333333333,3.7,12.7666666666667,2.76666666666667,3106885.16666667
SG,63.9,0.4955,0.2737,2.28,24.5,5.88,13085110.6
SG,2.6,0.261,0.1862,2.42,10.12,1.6,587158.6
SG,0.0,1.0,1.0,5.1,20.6,5.1,771331.0
SG,31.6666666666667,0.413666666666667,0.325,2.5,17.6333333333333,3.36666666666667,3894280.0
PF,11.6666666666667,0.398333333333333,0.319,3.23333333333333,14.8,2.36666666666667,7605486.66666667
SF,4.66666666666667,0.469,0.242333333333333,5.53333333333333,12.8,1.83333333333333,503975.0
PG,59.5,0.39175,0.316,1.725,17.625,5.825,2682432.75
PF,0.0,0.0,0.0,11.5,3.3,0.0,364223.0
C,56.5,0.465666666666667,0.158333333333333,2.2,5.5,1.88333333333333,7272140.83333333
SF,52.3333333333333,0.468888888888889,0.312666666666667,2.48888888888889,13.2111111111111,2.54444444444444,8666016.11111111
C,50.6666666666667,0.416666666666667,0.336666666666667,3.71666666666667,15.0333333333333,1.7,9364363.5
PG,66.6,0.4302,0.257,2.4,17.78,8.62,7759233.0
SG,0.0,1.0,0.0,0.0,24.0,0.0,38904.0
PF,18.7142857142857,0.407,0.327285714285714,2.95714285714286,9.42857142857143,5.11428571428571,3890909.0
SF,1.0,0.528,0.238,3.0,14.4,1.5,1953120.0
PG,0.0,0.371,0.333,4.3,9.9,7.3,500000.0
PF,13.5,0.47125,0.10275,3.2875,16.25,1.5,2653492.75
SG,0.0,0.438,0.333,3.9,13.1,3.7,154847.0
C,0.0,0.333,0.0,4.1,6.1,0.0,109461.0
PG,12.1428571428571,0.423,0.372571428571429,2.51428571428571,13.4142857142857,4.52857142857143,1780030.42857143
PG,21.8888888888889,0.378444444444444,0.291111111111111,3.64444444444444,8.7,7.22222222222222,4269862.44444444
PG,1.0,0.295,0.226,4.6,13.5,4.8,217301.0
PF,0.0,0.0,0.0,5.1,0.0,5.1,29843.0
SF,1.0,0.402,0.367,2.9,10.7,2.1,507336.0
SG,9.5,0.4115,0.356,2.85,9.1,2.9,838710.0
PF,47.6666666666667,0.456666666666667,0.212333333333333,3.46666666666667,14.1333333333333,4.0,18996065.6666667
SF,26.6,0.3631,0.3285,2.47,11.54,1.34,3924324.3
SF,15.6666666666667,0.426333333333333,0.137333333333333,3.56666666666667,13.3,2.43333333333333,677641.0
SG,16.3333333333333,0.439,0.201666666666667,3.56666666666667,14.5333333333333,2.4,4133066.66666667
SF,2.0,0.387,0.286,2.7,10.4,2.6,2177114.0
SG,32.0,0.348,0.301,3.25,9.1,3.45,3410000.0
PG,70.0,0.430857142857143,0.296857142857143,2.58571428571429,22.7857142857143,7.57142857142857,8633024.85714286
PF,71.4,0.4899,0.2454,2.75,17.81,2.62,8526109.8
PG,35.8571428571429,0.449714285714286,0.364142857142857,2.37142857142857,12.6142857142857,4.78571428571429,2042910.85714286
SG,2.0,0.470666666666667,0.333333333333333,6.4,7.1,2.16666666666667,528473.333333333
C,0.0,0.404,0.0,7.0,8.3,2.9,398762.0
PF,2.75,0.53625,0.25,3.05,15.75,1.575,1067763.75
C,10.6666666666667,0.357333333333333,0.0,14.7,9.13333333333333,0.0666666666666667,754171.0
SF,9.0,0.435,0.3135,2.7,11.7,1.85,836271.0
PF,0.0,0.0,0.0,8.0,0.0,0.0,1719480.0
PF,0.0,0.452,0.167,6.0,19.0,2.0,507336.0
SF,82.0,0.437,0.31,2.3,16.8,2.1,5510640.0
C,27.4285714285714,0.567571428571429,0.0,4.62857142857143,14.0142857142857,1.25714285714286,4264597.28571429
SG,0.0,0.421,0.368,2.5,14.6,2.9,1109760.0
SG,17.75,0.42925,0.31125,3.175,11.4375,2.5375,2202269.875
PG,1.0,0.4405,0.38325,3.175,9.525,3.425,487175.0
C,5.66666666666667,0.518333333333333,0.0,5.66666666666667,8.53333333333333,0.866666666666667,2338333.33333333
PG,0.0,0.0,0.0,0.0,5.4,5.4,5443754.0
PF,0.5,0.4635,0.5,5.25,14.6,1.25,6250000.0
PG,66.4,0.4447,0.3592,2.65,17.44,8.61,11533877.6
PF,25.6666666666667,0.429666666666667,0.304666666666667,2.13333333333333,15.8333333333333,1.03333333333333,5293988.0
SG,0.0,0.439,0.37,3.95,16.25,2.5,782076.0
SF,5.5,0.3955,0.3495,4.6,12.7,1.8,4117000.0
PG,36.4,0.4022,0.3414,1.48,11.0,6.04,5586720.0
SF,2.33333333333333,0.378333333333333,0.315,3.4,14.0333333333333,1.2,434178.333333333
C,5.0,0.507,0.0,3.5,11.2,0.6,473604.0
C,0.5,0.531,0.0,5.25,12.1,0.1,562090.0
SG,5.4,0.4214,0.329,2.21,17.9,4.52,3720831.9
PG,43.1,0.4328,0.3785,2.94,16.54,6.04,6134500.0
PF,51.7,0.4427,0.3014,2.66,12.93,1.63,6266054.3
PG,2.5,0.34825,0.32275,2.65,11.725,7.075,1098947.25
SF,4.4,0.4516,0.3056,2.46,15.86,2.96,1389541.2
PF,9.66666666666667,0.461333333333333,0.0,6.33333333333333,9.2,0.766666666666667,1522880.0
PG,0.0,0.407,0.4,2.1,9.8,3.2,1750000.0
C,17.3333333333333,0.467,0.0833333333333333,4.76666666666667,10.9333333333333,1.05,2042811.5
SF,7.5,0.382833333333333,0.29,4.25,11.4166666666667,1.31666666666667,1587379.16666667
SF,2.25,0.42475,0.316,2.375,13.25,4.475,1735084.0
C,0.0,0.5,0.0,3.6,13.6,1.5,816482.0
PG,0.0,0.351,0.0,2.6,6.1,3.1,912538.0
C,4.0,0.475,0.0,5.4,6.9,0.4,780000.0
SF,16.0,0.508,0.367,3.4,11.7,1.7,599834.0
SG,16.0,0.359166666666667,0.2195,3.76666666666667,8.43333333333333,1.46666666666667,1602685.0
SG,0.0,0.406,0.3265,1.6,14.6,2.05,531485.5
PF,7.6,0.5828,0.0,3.22,15.16,1.02,3643694.4
SF,1.0,0.511,0.0,4.3,13.5,0.8,473604.0
SF,22.2,0.4255,0.3232,2.69,12.89,2.27,2754638.1
SF,10.0,0.503,0.26125,2.175,10.775,2.175,2116714.25
C,23.0,0.3955,0.0,5.8,6.425,1.05,3865568.75
PG,10.3333333333333,0.404666666666667,0.241333333333333,3.5,17.2,5.46666666666667,1160080.0
SG,0.0,0.353,0.258,2.4,11.4,1.4,1674480.0
SG,16.375,0.419875,0.376375,3.0,18.525,1.6375,2854590.25
SG,13.0,0.41725,0.2845,2.75,12.075,1.65,845429.0
PF,45.25,0.500375,0.286375,2.6,16.225,1.7125,5322967.75
SG,0.0,0.273,0.0,12.9,7.7,2.6,442114.0
C,24.0,0.4435,0.5,4.05,11.95,2.35,3943800.0
C,0.0,0.346,0.2,3.1,11.8,1.9,473604.0
C,41.0,0.508333333333333,0.0,4.46666666666667,13.9333333333333,1.76666666666667,1633440.0
